uuid,Keywords,label
581,Flagellate Dermatitis,1
582,Hyperspectral Image; Image Classification; Deep Learning; Learning Models; Training Samples; Proposed Model,0
583,Retinal Neovascularization; Endothelial Growth; Growth Factor; Hypoxia Inducible; Inducible Factor-1Α; Vascular Endothelial,1
584,Demand Response; Decentralized Active; Distribution Network; Active Demand,0
585,Discriminative Model; Online Tracking,0
586,Giant Unilamellar,1
587,Trauma Subtypes; Cumulative Trauma; Predictive Utility; Mental Health,1
588,Augmented Reality; Various Dimensions,0
589,Field Conditions; Spodoptera Frugiperda,1
590,Covid-19 Patients; Nasopharyngeal Microbiome,1
591,Climate Change; Change Education,0
592,O-Quinodimethane Atropisomers; Stereospecific Transformation; Enantioselective Synthesis; Diels-Alder Reactions,1
593,Influential Users; Multiple Osns; Determine Influential; Social Networks; Users Within; Topical Interests,0
594,Nervous System; Cell Body; Central Nervous,1
595,Head Pose; Face Recognition,0
596,Young People; Positive Organisational; Arts-Based Youth; Youth Scholarship; Organisational Arts-Based,0
597,Nerve Injury; Nmda Receptor; Chronic Pain; Receptor Activity; Cacna2D1 Promoter; Neuropathic Pain,1
598,Object Detector; Image Local; Local Features; Deep Learning; Painting Regions; Test Images,0
599,Gcnn Training; Convolutional Neural; Graph Convolutional; Graph Datasets; Large-Scale Graph; Predict Material,1
600,Texture-Based Method; Moving Objects; Detecting Moving,0
601,Baroreflex Function; Cardiac Energy; Arterial Walls; Circumferential Distensibility; Thicker Arterial; Pressure Decay,1
602,Embryo Implantation; Taenia Pisiformis,1
603,Radiation Therapy; Secondary Radiation; Risk Model; Current Risk,1
604,Building Identification; Village Building; Ensemble Convolutional; Convolutional Neural,0
605,Noise Resistant; Color Dissimilarity,0
606,Energy Disaggregation; State-Of-The-Art Optimization-Based,0
607,Maxillofacial Trauma; Brain Injury; Head Injury; Trauma Patients; Facial Trauma,1
608,Gaussian Process; Manifold Learning; Local Models; Multiple Local; Manifold Topology; Paper Presents,0
609,Related Factors; Factors Towards; Towards End-Of-Life; Iranian Nurses,1
610,Psychiatric Twin; Proband-Wise Concordance; Dementia Praecox,1
611,Central Obesity; United States; Using Data; National Health; Nutrition Examination; Examination Survey,1
612,Dance Class; Class Students; Psychological Capital; Elementary School; Demographic Variables; Significant Influence,0
613,Privileged Modality; Vessel Border; Border Detection; Intracoronary Imaging; Modality Distillation; Disease Diagnosis,1
614,Cell Detection; Sparse Reconstruction; Adaptive Dictionary; Split Touching; Brain Tumor; Touching Cells,1
615,Renyi Entropy; Second-Order Renyi; Entropy Graph; Graph Kernel; Deep Renyi; Graph Kernels,0
616,Euphorbia Umbellata; Plant Metabolites; Inflammatory Diseases; Biological Activities; Complement System,1
617,Visual Target; Target Tracking; Tracking System; Proposed Tracking,0
618,Specific Hdac; Hdac Inhibitors,1
619,St-Elevation Myocardial; Myocardial Infarction,1
620,Pollen Grains,0
621,Motion Capture; Garment-Based Motion,0
622,Body Sensor; Recent Advancements,0
623,Spiking Neural; Dvs128 Gesture; Neural Networks; Dynamic Time-Surfaces,0
624,Prognostic Methods,0
625,Mobility Prediction,0
626,Number Comprehension; Number-Specific Prerequisites; Domain-Specific Prerequisites; Whole-Number Comprehension; Working Memory,1
627,Near-Sensor Processing; Compilation Flow; Ultralow Power; Energy Efficiency,0
628,Cosine Window; Boundary Discontinuity; Spatial Regularization; Tracking Performance; Base Image; Remove Cosine,0
629,Automatic Portrait; Input Image,0
630,Metal Chelating; Imidazole Substitution; Histidine-Pyridine-Histidine System; Trityl Group,1
631,293F S-2P; 293S S-2P; Neutralizing Antibody,1
632,Image Reconstruction; Total Variation; Regularized Model,1
633,Tricuspid Valve-In-Valve; Valve-In-Valve Procedure,1
634,Qualitative Color; Color Descriptors; Quantitative Global; Global Features; Qart-Learn Approach,0
635,Third-Degree Atrioventricular; Atrioventricular Block; Block Caused; Rhododendron Leaves,1
636,Proposed Algorithm; Deblurring Methods; Edge-Based Deblurring; Text Images; Image Deblurring,0
637,Hand Pose; Pose Estimation; Times Less; Multiply-Add Operations,0
638,A; B,0
639,Condition Monitoring; Wind Turbine; Turbine Condition; Signal Processing; Processing Methods,0
640,Image Reconstruction; Measurement Model,0
641,State-Of-The-Art Approaches; Secrecy Rate,0
642,Facial Emotion; Emotion Recognition; Data Augmentation; Unbalanced Facial,0
643,Total Body; Bone Structure; Greater Gain; Physical Education; 4-Year Cluster; Cluster Randomized,1
644,Human Papillomavirus; Vaccine Series; Vaccination Program; Grande Valley,1
645,Oct-1 Expression; Expression Levels; Imatinib-Sensitive Group; Imatinib Resistant; Myeloid Leukemia; Imatinib-Resistant Group,1
646,Ltfu Risk; Hierarchical Bayesian; Bayesian Spatio-Temporal; Modelled Using; Random Effects,0
647,Data Transmission; Inductive Link; Proposed Demodulator,0
648,Nursing Homes; Nursing Home; Covid-19 Response; Omaha System; Staff Roles; Home Staff,1
649,Adjoint Model; Tomographic Remote; Remote Sensing; Sensing Measurements; Forward Model,0
650,Cancer-Related Cognitive; Cancer Patients; Action Plans; Cognitive Impairment,1
651,Bony Structures; One-Shot Generative; Generative Adversarial; Sub- Network; Mri-Ct Data; Paired Mri-Ct,1
652,Reverberation Parameters; Late Residual; Residual Echo; Mean Squared; State-Of-The-Art Methods; Output Error,0
653,Correspondence Ground; Discriminant Projections; Dimensionality Reduction; Ground Truth; Training Data; Image Descriptors,0
654,"1,2-Dicarbonylative Cyclization; Alkyl Bromides",1
655,In-Plane Defects; Hydroxylated Graphene,1
656,Error Compensation; Compensation Methods,0
657,Treated Wastewater; Marker Cecs; Wastewater Treatment; Quality Indicators; Treatment Plant; Potable Reuse,1
658,Canonic Sign; Sign Digit; Based Approximation; Computational Overhead,0
659,Fully Convolutional; Channel Wise,0
660,Music Transcription; Polyphonic Transcription; Automatic Music; Approach Based,0
661,Gaucher Disease; Disease Type; Venglustat Exposure; Endpoints Included; Neurological Manifestations; Replacement Therapy,1
662,Mixture Prior; Prior Models; Single Image; Multiple Mixture; Image Super-Resolution,0
663,Discriminative Features; Learning Discriminative,0
664,A; B,1
665,Fixed-Point Convergence; Proximal Operator,0
666,Linear Siloxanes; Geographical Distribution; Korean Coastal; Coastal Waters; Bioaccumulation Potential,1
667,Critical Points; Points Detection; Neuron Critical; Seed Points; Spherical-Patches Extraction; Good Seed,1
668,Musical Things; Artificial Intelligence; Music E-Learning,0
669,Tunable Wdm-Pon; Centralized Wavelength; Wavelength Control; Wdm-Pon System,0
670,Organic Solar,0
671,Virtual Reality; Reality Technology; Multi-Source Information; Application Research; Paper Puts; Optimization Method,0
672,Multi-Task Learning; Structure Detection; Retinal Vascular; Vascular Junctions,1
673,Motion Artifact; Rigid Board; Artifact Detection; Artifact Removal,1
674,Bandpass Filters; Ccef Bpfs,0
675,Workload Control; Semiconductor Industry; Semiconductor Manufacturing,0
676,Dermoid Cyst; Ovarian Dermoid; Acute Peritonitis; Cyst Spillage; Chemical Peritonitis,1
677,Power Framework; Sustainability Research; Sustainability Assessment; Long-Term Dynamics,0
678,Machine Learning; Distributed Machine; Graph Computation; Distributed Graph; State-Of-The-Art Distributed; Computation Model,0
679,Predictive Maintenance,0
680,Semantic Segmentation; Satellite Imagery; Ground Sampling; Sampling Distance,0
681,Animal Welfare,1
682,A; B,1
683,Urban Landscape; Experimental Research; Urban Environment,0
684,Texture Features; Deep Texture; Face Spoofing; Spoofing Detection; Face Recognition; Neural Network,0
685,Side Chains,1
686,Scene Understanding,0
687,Classification Framework; Rotation-Reversal Invariant; Proposed Classification,0
688,Brain Functional; Functional Connectivity; Covariance Matrices; Brain Regions,1
689,Improved Retinanet; Species Recognition; Feature Pyramid; Proposed Method; State-Of-The-Art Methods,0
690,Water Spray; Spray Park; Diseases Burden; Sensitivity Analysis; Pathogenic Viruses; Estimated Using,1
691,Shear Wave; Wave Velocity; Local Phase; Separate Acquisitions; Phase Velocity-Based; Wave Elastography,1
692,Placenta Segmentation; Whole Placenta; Limited Field-Of-View,1
693,Neoplastic Progression; Significantly Associated; Barrett Oesophagus,1
694,Visually Impaired,0
695,Geometric Mean; Thoron Concentrations; Equilibrium Factors; Mean Values; Indoor Radon; Concentrations Range,1
696,Fault Location; Transmission Lines,0
697,P53-Dependent Apoptosis; Long-Term Consumption; Oxidative Stress; Cardiac Tissue,1
698,Correntropy Function; Video Streams; State-Of-The-Art Approach,0
699,Inflammatory Responses; Mimcd-3 Cells; Pro-Inflammatory Molecules; Mouse Inner; Inner Medullary; Medullary Collecting,1
700,Colour Image; Colour Space; State-Of-The-Art Colour; Clustering Results; Different Colour; Colour Spaces,0
701,Face Recognition; Target Person; Attentional Adversarial; Adversarial Attack; Attack Generative; Generative Network,0
702,State-Of-The-Art Models,0
703,Swabian Jura; Upper Palaeolithic,0
704,Image Retrieval; Local Descriptors; Global Descriptors; Residual Vectors,0
705,Cell-Level Anomalies; Deep Learning; Photovoltaic Modules,0
706,Microbiome Modulation; Periodontal Therapeutics; Sequencing-Based Knowledge,1
707,A; B,1
708,Hybrid Joint; Joint Diagonalization,0
709,Facial Type; Maxillary Anterior; Vertical Facial; Anterior Alveolar; Type Group; Different Vertical,1
710,Smart City; Data Distribution; Deep Metric; Image Retrieval; Metric Learning; Distribution Information,0
711,Natural Soil; Soil Environment; Fuzzy C-Means; Environmental Management; Index System; Soil Environmental,1
712,Agronomic Practices; Improved Agronomic; Agronomic Gain; Genetic Improvement; Highest Yield; Genetic Gains,1
713,Histone Deacetylase; Pancreatic Cancer; Cancer Cell; Cell Lines; Cancer Cells; Hdac Inhibitors,1
714,Network Protocol; Stateful Network; Greybox Fuzzer; Greybox Fuzzers; Protocol Programs; Fast Greybox,0
715,Calling Cards; Enhanced Fuzzy; Neural Network; English Calling; Neural Networks; Feature Areas,0
716,Blood Biochemical; Hematological Parameters; Cfdna Fragmentation; Healthy Individuals; Fragmentation Profiles,1
717,Proposed Algorithm; Turbo Decoding; Odd-Even Interleavers; Decoding Algorithm; Turbo Codes,0
718,Herbal Medicines; Near Infrared; Multivariate Calibration,1
719,Prior-Art Approaches; Dual Active; Active Bridge; Bridge Converters; Switching Transients; Output Capacitance,0
720,Graph Reasoning; Biomedical Image; Boundary Feature; Reasoning Modules; Boundary Features; Node Embeddings,1
721,Instance Segmentation; Feature Alignment; Domain Adaptive; Adaptive Mask; Similarity Maximization; Feature Similarity,1
722,Omnidirectional Content; Color Correction; Color Mismatch; Spherical Color,0
723,Collective Behavior; Bright Illumination; Combined Manipulations; Fish Swam,1
724,Strategic Plan; Relationship Violence; Sexual Misconduct; Michigan State; State University,1
725,Nuclear Phosphorylation; Shuttling Dynamics; Tissue-Damaging Conditions,1
726,Staphylococcus Aureus; Bacterial Topoisomerase; Topoisomerase Inhibitors; Novel Bacterial; Bactericidal Activity; Aureus Infections,1
727,Sage Could; State-Of-The-Art Black-Box; Black-Box Attacks; Acceleration Framework,0
728,A; B,0
729,Sparse Signals; Binary Sparse; Polynomial Optimization; Compressed Sensing; Linear Measurements,0
730,Microbiota-Drug Associations; Different Types; Anticancer Treatment; Drug Efficacy; Manually Curated; Including Bacterial,1
731,Three-Dimensional Covalent; Organic Frameworks; Covalent Organic,1
732,Scaling Factors; Large Scaling; Multi-Scale Aggregation,0
733,Performance Evaluation; Deployment Cost; Evaluation Framework; Network Architecture; Network Automation; Ai/Ml Solution,0
734,Salient Object; Object Detection; Appearance Feature; Attention Module; Attention Network; Video Salient,0
735,Escherichia Coli; Phylogenetic Group; Persistent Fever; Uropathogenic Escherichia; Antibiotic Resistance; Urinary Tract,1
736,Anaerobic Digestion; Bio-Based Industries,1
737,Hela Cells; Active Caspase-3; Increased Apoptosis; Blot Assay; Western Blot,1
738,Art-Based Inquiry; Focus Groups; Family Resilience; Hurricane Maria,0
739,Clinical Samples; Percent Agreement; Nanopore Adaptive; Metagenomic Sequencing,1
740,Spie Medical; Medical Imaging; Imaging 50Th; 50Th Anniversary; Picture Archiving; Communication Systems,1
741,Microbiome Diversity; Temperature Changes,1
742,Embryo Implantation; Embryo Development; Primate Species; Embryo Invasion,1
743,Smoothness Term; Evaluation Model; Color-Guided Depth; Depth Enhancement; Depth Edges,0
744,Phase Estimation; Estimation Efficiency,0
745,Proposed Method; Compressed Sensing; Real-Time Reconstruction; Difference Image; Online Reconstruction,1
746,Energy Consumption; Different Setpoint; Setpoint Strategies; State-Of-The-Art Museum; Indoor Climate; Thermal Comfort,0
747,Potentially Toxic; Upper Brahmaputra; Brahmaputra Floodplains; Health Risk; Toxic Elements; Drinking Water,1
748,Deep Relational; Predicting Expressive; Postoperative Seizure; Relational Reasoning; Whole Brain; Connectome Data,1
749,Neural Network; Art-Kohonen Neural; Case-Based Reasoning; Fault Diagnosis; Previously Trained; Proposed System,0
750,Placental Chorioangioma; Giant Placental; Chorioangioma Associated,1
751,Deep Dual-Resolution; Accurate Semantic; Semantic Segmentation; Dual-Resolution Networks; Contextual Information,0
752,Health Outcomes; Income Inequality,1
753,Heavy Metals; Phytoavailable Heavy; Trace Phytoavailable; Microplasma Optical; Activated Carbon; Sensitive Analysis,1
754,Local Adsorption; Adsorption Parameters; Physicochemical Quantities,0
755,Chain Length; Quercetin Monoesters,1
756,Network Processing; Linear Merge,0
757,Integrated Energy; Solar-Driven Integrated; Energy Systems; Solar Cells,0
758,Geometric Abstraction; Abstraction Framework; Main Subject; Polygon-Based Geometric,0
759,Brain Metabolites; Medial Prefrontal; Autistic Traits; Personality Traits; Autism Spectrum; Spectrum Disorder,1
760,Mobile Technology; Young Adults; Technology Vulnerability; Adults Living; Factor Analysis; Vulnerability Scale,0
761,Wearable Technology,0
762,Single Nucleotide; Gastric Cancer; Scoping Review; Mirna Snps; Nucleotide Polymorphisms,1
763,Congenital Heart; Heart Disease; Congenital Echocardiography; Sequential Segmental,1
764,Energy Efficiency; Machining Process,0
765,Secondary Syphilis; Erythema Multiforme,1
766,Image Registration; Medical Image; Registration Methods,1
767,Skin Lesion; Lesion Segmentation; Automatic Skin; Jaccard Distance; Image Segmentation; Loss Function,1
768,Single Ap-Board; Automata Processor,0
769,Α-Kgdhc Activity; Cardiac Muscle; Α-Ketoglutarate Dehydrogenase; Protein Level,1
770,Distal Acquired; Acquired Lacrimal; Intranasal Pathologies; Local Anesthesia,1
771,Anticancer Activity; Inhibitory Activity; Growth Inhibition; Binding Mode; Dhfr Inhibitory; Molecular Modeling,1
772,Blood Plasma; Continuous Monitoring; Unbinding Events,1
773,External Memory; Fpga-Based Lstm; Off-Chip Memory; Times Higher; On-Chip Memory,0
774,System Level; Power Consumption; Sigma Delta; Level Parameters; State-Of-The-Art Fabricated; Analytical Results,0
775,Survival Prediction; Prediction Accuracy; Myelodysplastic Syndromes,1
776,Image Processing; Multifractal Analysis,0
777,Stochastic Models; Painting Styles,0
778,Arts Studios; Visual Arts; Indoor Dust; Tertiary Institutions; Southern Nigeria,0
779,Hierarchical Transformer; Face Reconstruction; Computer Vision,1
780,Sparse Flexible; Machine Learning; State-Of-The-Art Methods; Constructing Sparse; Flexible Designs,0
781,Moving Toes; Toes Syndrome,1
782,Joint Learning; Intent Classification; Slot Filling; Spoken Language; Language Understanding,0
783,Estrogen Receptor; Selective Estrogen; Health Initiative; Receptor Modulators; Hormone Therapy,1
784,Drug Development; Drug Screening; Drug Sensing,1
785,Hematologic Malignancies; Circulating Mtdna,1
786,Deep Learning; Gramian Angular; Series Data; Time Series; Classification Performance,0
787,Facial Image; Adaptive Geometric; Geometric Features,0
788,Flood Image; Image Classification; Uncertainty Offset; Offset Lambda; Natural Disasters; Disaster Response,0
789,Vessel Centerline; Centerline Detection; Centerline Extraction,0
790,Cell Surface; Ylmy Motif; Newcastle Disease; Disease Virus; Cytoplasmic Tail; Host Determinants,1
791,Grid Storage,0
792,Dissimilarity Matrix; Matrix Estimation; Inheritance Relationship; Phylogeny Tree; Relationship Correction; Image Phylogeny,0
793,Care Units; Perinatal Mental; Mental Health; Health Care; Maternity Care; Care System,0
794,Complete Plastid; Woody Vine; Plastid Genome; Piper Kadsura,1
795,Stripe Noise; Real Data; Stripe Removal; Paired Training; Hierarchical Feature; Stripe-Free Components,0
796,A; B,0
797,Water Quality; Quality Monitoring; Presented Study; Monitoring Network,1
798,Non-Uniform Motion; Motion Blur; Video Frames; Proposed Method; Motion Model; Reconstruct Sharp,0
799,Selected Depends; Ansi/Ieee Device,0
800,Binary Radiotherapy,1
801,Petroleum Industry; Remote Sensing; Environmental Monitoring; Petroleum Exploration,0
802,Polymer Electrolytes; Dendrite Growth; Janus Structure; Porosity-Gradient Janus; Sodium Metal; Metal Batteries,1
803,Congenital Malformations; Increased Risk; Entire Pregnancy; Specific Malformations; Circulatory System; Genital Organs,0
804,Humid Phase; Saudi Arabia; Animal Species; Holocene Humid,0
805,Serum 25Ohd; Calcaneal Stiffness; Japanese Adolescents; 25Ohd Concentrations; Healthy Adolescents; Parathyroid Hormone,1
806,Deformable Surface; Surface Tracking,0
807,Host Images; Secret Data; Proposed Scheme; Code Division; Division Multiplexing; Image Sharing,0
808,Cloud Computing; Security Slas,0
809,Target Domain; Knowledge Distillation; Domain Shift; Target Domains; Multiple Target; Single Target,0
810,Source Domains; Low-Rank Representation; Target Domain; Spectrum Disorder; Multi-Site Fmri; Autism Spectrum,1
811,Visual Dictionary; Tracking Algorithm; Structured Visual,0
812,Host Immunity; Alveolar Echinococcosis; Echinococcus Multilocularis; Immune Response,1
813,Global Routing; Routing Algorithm; State-Of-The-Art Global; Global Routers,0
814,Racialized Multilingual; Multilingual Learners; Embodied Expression; Mathematical Ideas,1
815,Semantic Segmentation; Adversarial Learning; Lookahead Adversarial; Segmentation Models; Stability Issues; Near Real-Time,0
816,Convolutional Layers; Video Action; Action Recognition; Deep Convnets; Trajectory Pooling; Video Representations,0
817,A; B,1
818,Virtual Assistants; Current State,0
819,Data Augmentation; Domain-Adaptive Augmentation; Augmentation Method,0
820,A; B,0
821,Adaptive Weighted,0
822,Chronic Pyelonephritis; Experimental Chronic; Protective Role; Chronic Infection; Mice Exhibited; C3Ar-/- Mice,1
823,Survey Study; Subjective Survey; Trust Management,0
824,Carbon Dots; Hydrothermal Synthesis; Clove Bud-Derived; Bud-Derived Carbon,1
825,Artificial Neuron; Sigmoid Function; Hyperbolic Tangent,0
826,Drought Stress; Pgpr Inoculation; Pgpr Effect; Well-Watered Conditions,1
827,Cultural Heritage,0
828,Tdp-43 Proteinopathy; Cognitively Normal; Higher Prevalence; Multiethnic Sample; Normal Elderly,1
829,Satellite Videos; Background Modeling; Moving Object; Object Detection; Matrix Decomposition; Structured Sparse,0
830,Morphological Filtering; Graph Signals; Graph Signal; Multi-Layer Decomposition; Editing Applications,0
831,Marine Structures; Structural Health; Present Paper; Paper Aims; Health Monitoring,0
832,Networking Paradigm,0
833,Notch1 C.7541-7542Delct; C.7541-7542Delct Mutation; High-Resolution Melting; Sanger Sequencing; Direct Sanger,1
834,Similarity Learning,0
835,Shell Sampling; Sampling Schemes; Multiple Shell; Sampling Scheme; Angular Separation; Multiple Shells,1
836,Supervised Hashing; Hashing Approaches; Online Supervised; Image Retrieval,0
837,Edge Detection; Dynamic Mode; False Edge; Sparse Features; Mode Decomposition; Double Lines,0
838,Embryonic-Extraembryonic Interface; Mouse Allantois; Visceral Endoderm; Primitive Streak,1
839,Thermal Storage; Demand-Side Management,0
840,Feature Matching; Deep Learning; Remote Sensing; Local Structure,0
841,Microvesicle-Inspired Oxygen-Delivering; Tumor Stroma; Antitumor Immunity; Suppressive Immune; Tumor Oxygenation,1
842,Automating Design; Intelligent Human-Machine; Human-Machine Integration; Human-Machine Integrated; Design Paradigm,0
843,Carbon Emissions; Neural Network; Carbon Dioxide; Carbon Emission; Dioxide Emissions; Emission Dynamic,1
844,Kinship Verification; Pyramid Multi-Level; Face Descriptor,0
845,Tertiary-Care Hospital; Treatment-Seeking Behaviour; Family Support; Perceptions Regarding; Hiv/Aids Patients,0
846,Chs3/Csa1 Pairs; Cell-Death Regulatory; Regulatory Modes,1
847,Graph Neural; Neural Networks; Reservoir Graph; Multiresolution Reservoir; Neural Network; Fully Trained,0
848,Neural Network; Bangla Language; Testing Accuracy; Deep Neural; Reading Comprehensions; Reading Comprehension,1
849,Congenital Heart; Refractory Chylothoraces; Pediatric Patients; Systematic Review; Treatment Efficacy; Post-Corrective Congenital,1
850,Reynolds Numbers; Mixing Times; Different Mixing; Mixing Models; Pressure Drops,0
851,Circadian Desynchronization; Aging Profile; Desynchronized Young; Young Rats; Grass Rats; Cell Aging,1
852,Coastal Areas; Mekong Delta; Level Rise; Low-Lying Coastal; Vietnamese Mekong; Climate Change,1
853,Mobility Prediction; Living Habits; Hidden Markov; Markov Model; User Groups,0
854,Ensemble Selection; Computational Cost; Credit Scoring; Predictive Accuracy; Base Models; Novel Tree-Based,0
855,Patent Foramen; Foramen Ovale,1
856,Packet Classification; State-Of-The-Art Algorithms,0
857,Video Coding; User Studies; State-Of-The-Art Methods; Constant Luminance; Coding Pipelines; Color Quality,0
858,Attention Prediction; Driver Attention; Long-Range Dependencies,0
859,N-Hydroxy Pipecolic; Uv-C Treatment; Leaf Infiltration; Pipecolic Acid,1
860,Deep Learning; Bi-Ventricular Segmentation; Learning Approach; Atlas Propagation,1
861,Confidence Calibration; Uncertainty Estimation; Medical Image; Image Segmentation; Predictive Uncertainty; Dice Loss,1
862,Random Subspace; Fmri Classification,1
863,Medical Image; Image Registration; Neural Network; Deformation Field,1
864,Ovarian Cancer; Advanced Ovarian; Newly Diagnosed; Cancer Patients; Testing Alone; Homologous Recombination,1
865,Colony Formation; Formation Assay,1
866,Cell Culture; Mental Illness-Associated; Induced Neuronal; Chromosomal Abnormalities; Illness-Associated Chromosomal; Cellular Phenotypes,1
867,Rdhei Method; Hierarchical Embedding; Proposed Rdhei; Reversible Data; Prediction Errors; Data Hiding,0
868,Single Board; Board Computers,0
869,Imaging Phenotype; Overall Survival; Tumor Genotype; Tumor Genotype-Related; Genotype-Related Features,1
870,A; B,0
871,Random Cascaded-Regression; Robust Facial; Facial Landmark; Landmark Detection; Cascaded-Regression Copse,0
872,Random Predistribution; Wireless Sensor; Sensor Networks,0
873,A; B,1
874,Response Time; Safety Instrumentation; Evaluation Methodology; Nuclear Safety; Nuclear Power; Integrated Response,0
875,Milk Protein; Ketogenic Diet; Protein Allergy; Oral Desensitization,1
876,Pass Transistor; Series Feedback; Enhancement Schemes; Best Compromise,0
877,Muscle Wasting; Muscle Mass; Myosin Heavy; Heavy Chain; C2C12 Myotubes; Cancer-Induced Muscle,1
878,Radio Sensing; Sensing Using,0
879,Small-Cell Lung; Sclc Cells; Lung Cancer; Parp Inhibitors,1
880,Acoustic Backscatter; Deep-Sea Octocoral; Primary Production; Feeding Activity; Current Speed,1
881,Remote Sensing; Sensing Images; Deep Learning; Object Detection; Learning Models; State-Of-The-Art Deep,0
882,On-Site Monitoring; Colorimetric Yellow; Sensor Exhibited,1
883,Low-Resolution Patch; Patch Pairs; Cluster Dictionary; Sparse Representation; Reconstruction Stage; Proposed Algorithm,0
884,Upper Back; Elastofibroma Dorsi,1
885,Hyperparameter Optimization; On-The-Fly Learning; Validation Accuracy; State-Of-The-Art Hyperparameter; Optimization Algorithms; Learning Applications,0
886,Gallery Problem; Overlapping Visibility; Visibility Regions,0
887,Singular Value; Histogram Equalization; Satellite Image; State-Of-The-Art Techniques; Contrast Enhancement; Image Contrast,0
888,Routing Protocol,0
889,Image Sensor,1
890,Biometric Systems; Different Biometric; Linear Classifier; Genetic Programming,0
891,Reinforcement Learning; Sim-To-Real Transfer; Bioinspired Robots; Four Groups; Robot Control,0
892,Allergic Asthma; Adult Patients; Omalizumab Treatment; Long-Term Effectiveness; Inadequately Controlled,1
893,Unconstrained Indoor; Indoor Environments; Optical Tracking; Position Estimation,0
894,Vulvar Basal; Basal Cell; Cell Carcinoma; Micrographic Surgery,1
895,Needle Tract; Percutaneous Biopsy; Tract Seeding; Technical Considerations; Current Controversies,1
896,Transfer Learning; Diabetic Retinopathy,1
897,Radiation Exposure; Explanted Liver; Dose Limits; Occupational Dose; Safety Gloves,1
898,Unknown Ratings; Collaborative Filtering; Ranking-Based Prior; Unknown Items; Explicit Feedback; Prior Ratings,0
899,Event Detection; Deep Learning; Learning Methods; Unsupervised Two-Path; Neural Network; Cell Event,1
900,Alternaria Alternata; Leaf Spot; First Report; Sterile Water; Symptomatic Leaves; Brown Blotches,1
901,A; B,1
902,Satellite Data; Mangrove Cover; Health Status; Change Analysis; Google Earth; Earth Engine,1
903,Capsule Networks; Capsule Network; Embedded Capsule; Fast Embedded; Deep Capsule,0
904,Visual Histories,1
905,Polyglutamine Expansion; Protein Aggregation; Molecular Mobility,1
906,Medical Image; Image Segmentation; Context Encoder; Optic Disc; Encoder Network; Spatial Information,1
907,Quadrature Filter; Symmetry Filter,1
908,Advanced Microscopy; Microscopy Analyses,0
909,Yeast Biocapsules; Wort Fermentation; Immobilized Cell; Indian Pale; Alginate Beads; Beer Wort,1
910,Light Design; Educational Process; Russian Design; Artistic Design,0
911,Milk Feeds; Protease Activity; Human Milk; Allergen Content; Preterm Population; Mass Spectrometry,1
912,A; B,1
913,Rock Shelters; Wasp Nests; Nest Samples; Radiocarbon Dating; Wasp Nest; Open Rock,0
914,Based Recommendation; Item Vectors; Action Vectors; User Space; Deep Learning; Learning Based,0
915,Negative Label; Negative Labels; Label Information,0
916,Hydrothermal Treatment; Chitosan-Polygalacturonic Acid; Polyelectrolyte Complex; Cell Adhesion; Fibrous Scaffolds; Bone Tissue,1
917,Digital Camera; Camera Identification; State-Of-The-Art Algorithm; Denoising Filter; Wavelet-Based Denoising; Denoising Images,0
918,Smartphone Processor; Optimization Techniques; Processor Operations; Current State-Of-The-Art; Energy-Performance Trade-Off; Processor Activities,0
919,Graph Convolutional; Spectral Graph; Convolutional Neural; Neural Networks; Graph Laplacian,0
920,Functional Feature; Engineering Specification-Based; Reference Design; Similar Design; Specification-Based Reference; Design Retrieval,0
921,Deep Learning; Music Production; Production Industry; Sustainable Development; Learning Technology; Music Creation,0
922,Frequency Noise,0
923,Ecological Environment; Environmental Behaviour; Social Development; Environment Integrated,0
924,Counting Stroop; Functional Magnetic; Magnetic Resonance; Resonance Imaging; Drug-Naive Children; Attention-Deficit/Hyperactivity Disorder,1
925,Image Registration,0
926,Pelvic Kidney; Robot-Assisted Laparoscopic; Fluorescent Near-Infrared; Rectal Cancer; Cancer Patient; Laparoscopic Surgery,1
927,Acute Ischemic; Ischemic Stroke,1
928,Mood Disorders; Without Catatonia; Symptom Profile,1
929,Redundant Structure; Non-Dominated Sorting; Sorting Genetic; Genetic Algorithm; System Unavailability,1
930,Travel Preferences; Destination Prediction; Individual Travel; Spatial Features; Deep Learning; Proposed Model,0
931,Pre-Rrna Processing; Ribosome Assembly; Ribonucleases Involved,1
932,Mixed Data; Adaptive Resonance; Resonance Theory; Theory Network; Binary Data; Numerical Data,0
933,Vessel Segmentation; Dynamic-Channel Graph; Graph Convolutional; Convolutional Network; Edge Enhancement; Retinal Vessel,1
934,Teaching Platform; Interactive Teaching; Remote Interactive,0
935,Network Meta-Analysis; Bayesian Network; Treatment Effects; Relative Treatment,1
936,Dielectric Constant,0
937,Material Removal; Surface Generation; Molecular Dynamics; Removal Process; Consider Fluids,0
938,Gastric Cancer,1
939,Contextual Deconvolution; Contextual Modules; Deconvolution Network; Contextual Module; Spatial Dimensions; Cityscapes Dataset,0
940,Sinonasal Teratocarcinosarcoma; Intracranial Extension; Paranasal Sinuses,1
941,Structural Similarity; Index Measure; State-Of-The-Art Techniques; Similarity Index,0
942,Reinjury Following; Following Aclr; Primary Anterior; Anterior Cruciate; Cruciate Ligament; Ligament Reconstruction,1
943,Oxidative Stress; Skin Lightness; Using Ultraweak; Human Skin; Photon Emission; Skin Colour,1
